word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
Swyne	0	1	0	0	1	0	0	0	0	0
heiligerem	1	0	0	0	0	0	0	0	0	0
Mühl	0	0	0	1	0	0	0	0	0	0
Demühtiger	1	0	0	0	0	0	0	0	0	0
Caplanen	0	0	0	0	0	0	0	0	0	1
vnbequehm	0	1	1	0	1	0	0	1	0	0
Misbrauchs	0	1	1	0	1	1	0	1	0	0
Cobold	0	1	0	0	1	1	0	0	0	0
allerfreudigsten	1	0	0	0	0	0	1	0	0	0
Demühtigen	0	1	1	0	0	0	0	1	0	0
Prdigten	1	0	0	0	0	0	0	0	0	1
heiligerer	1	0	0	0	0	0	0	0	0	0
heiligeres	1	0	0	0	0	0	0	0	0	0
Jungfraweu	1	0	0	0	0	0	0	0	0	1
Kopferl	1	0	0	0	0	0	0	0	0	0
allerfreundlichstes	1	0	0	1	0	0	1	0	0	1
allerfreundlichster	1	0	0	1	0	0	1	0	0	1
verarbeit	1	0	0	0	0	0	0	0	0	0
Verstümlung	0	1	1	0	1	1	0	1	0	0
Allervornehmsten	1	0	0	0	0	0	0	0	0	0
Flottte	1	0	0	0	0	0	0	0	0	0
Bunte	0	0	0	1	0	0	0	0	0	0
sröhlichen	1	0	0	0	0	0	1	0	0	0
beschaafd	1	0	0	0	0	0	0	0	0	0
spinae	0	0	0	0	1	1	0	0	0	0
wulten	0	1	0	0	0	0	0	1	0	0
erheblich	1	0	0	0	0	0	0	0	0	0
feudal	0	1	0	0	0	0	0	0	0	0
träuester	1	0	0	0	0	0	0	0	0	1
gefült	0	0	0	0	0	0	0	0	0	1
Taile	1	0	0	1	0	0	1	0	0	1
zerlekt	0	1	0	0	1	0	0	0	0	0
stokkend	0	1	0	0	0	1	0	1	0	0
vallen	0	1	0	0	0	0	0	1	0	0
widersteh'n	0	1	0	0	0	0	0	0	0	0
erschrecken '	0	1	0	0	0	1	0	1	1	0
Zufälen	0	0	0	0	0	0	0	0	1	0
groszartig	1	0	0	1	0	0	1	0	1	1
hemmtest	0	1	1	0	1	0	0	1	0	0
verlierts	0	1	0	0	0	1	0	0	0	0
täglich	0	0	0	1	0	0	0	0	0	0
verbottener	0	1	0	0	0	0	0	1	0	0
Wolthäteren	1	0	0	0	0	0	0	0	0	1
erzogn	1	0	0	0	0	0	0	0	0	0
EISENS	1	0	0	0	0	0	0	0	0	1
kostbahrsten	1	0	0	1	0	0	1	0	1	0
Moralen	1	0	1	1	1	0	1	0	1	1
Vnreinen	0	1	0	0	1	0	0	0	0	0
Vortheilhaft	1	0	0	0	0	0	0	0	0	0
Unzucht	0	1	0	0	0	0	0	0	0	0
verächten	0	1	0	0	0	0	0	0	0	0
vesten	1	0	0	1	0	0	1	0	1	0
vestem	1	0	0	1	0	0	1	0	1	0
heft'ge	0	1	1	0	1	1	0	0	1	0
warten '	0	1	0	1	0	0	0	0	0	0
Widerhäkgen	0	1	1	0	0	0	0	0	0	0
Liedchen	1	0	0	0	0	0	1	0	0	0
Asches	0	1	0	0	0	0	0	1	0	0
ververweigert	0	1	1	0	0	0	0	0	0	0
Vorrathes	1	0	0	0	0	0	0	0	0	0
Schluge	0	0	0	0	0	1	0	0	1	0
Vertrewlich	0	0	0	0	0	0	0	0	0	1
Ansehenh	1	0	0	0	0	0	1	0	0	1
Weiset	0	1	0	0	0	1	0	1	0	0
Gepurt	1	0	0	1	0	1	1	0	0	1
abzoge	0	1	1	0	0	0	0	0	0	0
Steifheit	0	1	0	0	0	0	0	0	0	0
nohtfellen	0	1	0	0	0	1	0	1	1	0
abreisend	0	1	0	0	0	0	0	1	0	0
haessliche	0	1	0	0	1	0	0	0	0	0
gewaltsamster	0	1	1	0	0	1	0	0	0	0
Schawspil	1	1	0	0	0	0	0	0	0	0
Dint '	0	1	0	0	0	0	0	0	0	1
sarges	0	1	0	0	0	1	0	1	0	0
angeneme	1	0	0	1	0	0	1	0	1	1
müffig	0	1	0	0	1	0	0	0	0	0
sargen	0	1	0	0	0	1	0	1	0	0
feundlichs	0	1	1	0	1	1	0	0	0	0
herzlichern	1	0	0	0	0	0	1	1	0	1
obscoena	0	1	0	0	1	0	0	0	0	0
angenemb	1	0	0	1	0	0	1	0	1	1
angenemm	1	0	0	1	0	0	1	0	1	1
rüstgen	0	0	0	0	1	0	0	0	0	0
epidemies	0	1	1	1	1	1	0	1	1	0
bancken	0	0	0	0	0	0	0	0	0	1
tzweiffel	0	1	0	0	0	1	0	1	0	1
Tawet	0	0	0	0	0	0	0	0	0	1
περιε	0	0	0	0	0	0	0	0	1	0
Herrs	1	0	0	0	0	0	0	0	0	1
Teüffels	0	1	1	1	1	1	0	1	0	0
vnerfahrne	0	1	0	0	0	0	0	0	0	0
Drescht	0	1	1	0	1	1	0	1	0	0
Balcks	0	0	1	0	0	0	0	0	0	0
vergeben '	1	0	0	0	0	0	0	0	0	0
empfangin	1	0	0	0	0	0	0	0	0	0
rühige	1	0	0	0	0	0	0	1	0	0
Lieb't	1	0	0	1	0	0	1	0	0	1
Sateins	1	0	0	0	0	0	0	0	0	0
starresten	0	1	0	0	0	0	0	0	0	0
Allerglücklichster	1	0	0	1	0	0	1	0	0	1
Schüchterne	0	1	0	0	0	1	0	1	0	0
unbegränztesten	1	0	0	0	0	0	0	0	0	0
reich '	1	0	0	1	0	0	1	0	0	0
Kolick	0	1	0	0	0	0	0	0	0	0
vertunckelte	0	1	0	0	0	1	0	1	0	0
Wissen	1	0	0	0	0	0	0	0	0	0
Bankerott	0	1	0	0	0	1	0	1	0	0
hart	0	1	1	0	1	1	0	0	0	0
volste	0	1	0	0	0	1	0	1	0	0
klebrigten	0	0	0	0	1	0	0	0	0	0
hochste	0	1	0	0	0	0	0	0	0	0
Celiebten	0	1	1	0	1	0	0	0	0	0
entwickeln	1	0	0	1	0	0	0	0	0	0
schentliche	0	1	1	0	1	0	0	0	0	0
klebrigtes	0	0	0	0	1	0	0	0	0	0
klebrigter	0	0	0	0	1	0	0	0	0	0
fuhrer	1	0	0	0	0	0	0	0	0	1
Pussen	1	0	0	0	0	0	1	0	0	0
Mühe	0	1	0	0	0	0	0	0	0	0
Vernachläßigungen	0	1	0	0	0	0	0	0	0	0
Alarma	0	1	0	0	0	1	0	0	1	0
Erhohlungen	1	0	0	1	0	0	1	0	0	0
freuntlicher	1	0	0	1	0	0	1	0	0	1
Gräffschafft	0	0	0	0	0	0	0	0	0	1
Chirurgie	0	0	0	0	0	1	0	1	0	0
taeglicher	0	0	0	1	0	0	0	0	0	0
erliches	1	0	1	0	1	1	1	1	0	1
entwikkle	1	0	0	1	0	0	0	0	0	0
triuwe	1	0	0	0	0	0	1	0	0	1
Mandarynen	1	0	0	0	0	0	0	0	0	1
Oppositiones	0	1	1	0	0	0	0	0	0	0
einbild'n	0	1	0	0	0	0	0	0	0	0
zerfallind	0	1	0	0	1	1	0	0	0	0
Hinkert	0	1	0	0	0	0	0	0	0	0
treuloseren	0	1	0	0	0	0	0	1	0	0
unerträhglicher	0	1	0	0	1	0	0	1	0	0
Verfallnes	0	1	0	0	0	1	0	1	0	0
Tochtrr	1	0	0	0	0	0	1	0	0	0
Anarchie	0	1	1	0	0	1	0	0	0	0
einbild't	0	1	0	0	0	0	0	0	0	0
tauml '	0	0	0	0	0	0	0	0	1	0
Wartze	0	1	0	0	1	0	0	0	0	0
Flegles	0	1	0	0	0	0	0	0	0	0
eisins	1	0	0	0	0	0	0	0	0	1
Allergünstigste	1	0	0	1	0	0	1	0	1	1
glüklichster	1	0	0	1	0	0	1	0	0	1
Schüller	0	0	0	0	0	0	0	0	0	1
entschüldigten	1	0	0	0	0	0	0	1	0	1
Coot	0	1	0	0	1	0	0	0	0	0
Herrfchafft	0	0	0	0	0	1	0	0	0	1
heurathen	1	0	0	1	0	1	1	0	1	1
undurchdringlichsten	0	0	0	0	0	0	0	0	0	1
lejcht	1	0	0	0	0	0	0	0	0	0
Lächerlichste	0	1	1	0	1	0	0	0	0	0
Bawme	1	0	1	1	1	0	1	0	1	1
unterigen	0	1	0	0	0	0	0	1	0	0
verpind	0	0	0	0	0	0	0	0	0	1
Grossartigeres	1	0	0	1	0	0	1	0	1	1
moht	0	1	0	0	0	0	0	0	0	0
ermühden	0	1	0	0	0	0	0	0	0	0
Beladnen	0	1	0	0	0	0	0	0	0	0
Thi [ e ]	0	1	1	0	0	1	0	1	0	0
Allmachts	1	1	0	0	0	1	0	0	0	0
Lüst	0	1	0	1	0	0	0	0	0	0
berewe	1	0	0	0	0	1	0	0	0	0
Barmhertzige	1	0	0	0	0	0	0	0	0	0
Schicket	1	0	0	0	0	0	0	0	0	1
fahrläßigkeit	0	1	0	0	0	0	0	0	0	0
unwiderrufflichen	0	1	0	0	0	0	0	0	0	0
Spaeth	0	1	0	0	0	0	0	1	0	0
lacs	0	1	0	0	0	0	0	1	0	0
bluhtvergiessen	0	1	1	0	1	1	0	1	1	0
ohnverantwortlichen	0	1	0	0	0	0	0	0	0	0
bewachsner	0	1	0	0	0	0	0	0	0	0
bewachsnes	0	1	0	0	0	0	0	0	0	0
begrüb	0	1	0	0	0	1	0	1	0	0
Ehrerbitung	1	0	0	0	0	0	0	0	0	1
erhabenere	1	0	0	0	0	0	1	0	0	1
verschwundnes	0	1	0	0	0	1	0	1	1	0
verschwundner	0	1	0	0	0	1	0	1	1	0
unaußsprechlichem	1	0	0	0	0	0	0	0	0	0
matron	1	0	0	0	0	0	0	0	0	1
zerstonret	0	1	1	0	0	1	0	1	0	0
Danten	1	0	0	0	0	0	0	0	0	1
snell	0	0	0	0	0	0	0	0	1	0
catastrophe	0	1	1	0	1	1	0	1	1	0
Hypothesi	0	0	0	1	0	0	0	0	1	0
aufftzuheben	0	1	0	0	0	0	0	0	0	0
Gerüch	0	1	1	0	1	0	0	0	0	0
verschlungen	0	1	0	0	0	0	0	0	0	0
hassen es	0	1	1	0	1	1	0	1	0	0
verschlunget	0	1	0	0	0	0	0	0	0	0
bekanntist	1	1	0	0	0	0	0	0	0	1
abschäwlichen	0	1	1	0	1	1	0	1	0	0
helfferen	1	0	0	0	0	0	0	0	0	1
kuma	0	1	0	0	0	1	0	1	0	0
süssest	1	0	0	1	0	0	1	0	1	1
wollestu	0	1	0	0	0	0	0	1	0	0
Überschätzen	0	0	0	0	0	0	0	0	1	0
schiffbarsten	1	0	0	1	0	0	0	0	0	0
fchuldig	0	1	1	0	0	0	0	1	0	0
Mütterne	1	1	0	1	0	0	1	1	0	1
verwirrteren	0	1	0	0	0	1	0	0	1	0
Dibe	0	1	1	0	1	1	0	1	1	0
Blötzlich	0	0	0	0	0	0	0	0	1	0
abgrund	0	1	0	0	0	1	0	1	0	0
Unvereinbare	0	1	1	0	1	0	0	1	0	0
Vornemer	1	0	0	0	0	0	0	0	0	0
Entsetzliche	0	1	0	0	1	1	0	0	0	0
vertheidiget	1	0	0	0	0	0	0	0	0	1
Undanckbarsten	0	1	1	0	1	0	0	0	0	0
fah	0	0	0	0	0	0	0	0	1	0
Schreckgespenste	0	1	1	0	0	1	0	1	0	0
Fährboot	0	1	0	0	0	0	0	0	0	0
falck	0	0	0	0	0	1	0	0	0	0
vertheidiger	1	0	0	0	0	0	0	0	0	1
blasphemieen	0	1	1	0	0	0	0	0	0	0
Bawet	0	1	0	0	0	0	0	1	0	0
erschüttr '	0	1	0	0	0	1	0	0	0	0
glüklichsten	1	0	0	1	0	0	1	0	0	1
fad	0	1	0	0	0	0	0	0	0	0
enscheidend	1	0	0	0	0	0	0	0	0	1
Pilln	1	0	0	0	0	0	0	0	0	1
gescheften	1	0	0	1	0	0	0	0	0	0
einfacherere	1	0	0	0	0	0	0	0	0	1
Capellan	0	0	0	0	0	0	0	0	0	1
vorau [ s	1	0	0	0	0	0	0	0	0	0
Pilli	1	0	0	0	0	0	0	0	0	1
schaffene	1	0	0	0	0	0	1	0	0	0
Rhede	1	0	0	0	0	0	0	0	0	0
rassende	0	1	0	0	0	0	0	0	0	0
hohlest	0	1	0	0	0	0	0	1	0	0
Pilla	1	0	0	0	0	0	0	0	0	1
Medaglien	1	0	0	1	0	0	1	0	1	1
entwikkele	1	0	0	1	0	0	0	0	0	0
Vornehmbste	1	0	0	0	0	0	0	0	0	0
tichtigen	1	0	0	0	0	0	0	0	0	1
facultativ	1	0	0	0	0	0	0	0	0	0
Errklärung	1	0	0	0	0	0	0	0	0	1
Schwindligen	0	1	0	0	0	0	0	0	0	0
zystisch	0	0	0	0	1	0	0	0	0	0
bildstu	1	0	0	0	0	0	0	0	0	0
Verbündnisse	1	0	0	0	0	0	0	0	0	1
Vertrag	0	1	0	0	0	0	0	0	0	0
fü [ h ] r '	0	0	0	0	0	0	0	0	0	1
Schreck	0	1	0	0	0	1	0	0	1	0
εἰ	1	0	0	0	0	0	0	0	0	0
Düstre	0	1	0	0	1	1	0	1	0	0
Anbau es	1	0	0	0	0	0	0	0	0	0
Entdeck es	1	0	0	0	0	0	0	0	0	0
gewissenhast	1	0	0	0	0	0	0	0	0	1
Qvelen	0	1	1	0	0	1	0	1	0	0
heimbsuchte	0	1	0	0	0	1	0	1	0	0
erschrake	0	1	0	0	0	1	0	1	1	0
aufgiebt ;	0	1	0	0	0	1	0	1	0	0
slacht	0	1	1	0	0	0	0	0	0	0
untersuchete	1	0	0	0	0	0	0	0	0	0
versüncken	1	0	0	0	0	0	0	0	0	0
Geschikt	1	0	0	0	0	0	0	0	0	1
komata	0	1	0	0	0	1	0	1	0	0
Välten	1	0	0	0	0	0	0	0	0	0
lugnern	0	1	0	0	1	0	0	0	0	0
allzutieff	0	1	1	0	0	0	0	0	0	0
allerdemühtigste	1	0	0	0	0	0	0	0	0	0
enfernet	0	1	1	0	0	1	0	1	0	0
bekümmen	0	1	0	0	0	1	0	0	0	0
Kräff	0	0	0	0	0	0	0	0	0	1
reuolutionen	1	1	1	1	0	1	0	1	1	0
Mund '	0	0	0	0	0	0	0	0	1	0
über-wältigen	0	1	0	0	0	0	0	0	0	0
Rökken	1	0	0	0	0	0	0	0	0	0
Biener	0	0	1	0	0	1	0	0	0	0
verurtheileten	0	1	0	0	0	1	0	1	0	0
vamos	1	0	0	0	0	0	0	0	0	0
anmütigsten	1	0	0	0	0	0	0	0	0	0
bgraben	0	1	0	0	0	1	0	1	0	0
heirahtet	1	0	0	1	0	1	1	0	1	1
unglaubigem	0	1	1	0	1	0	0	0	0	0
unglaubigen	0	1	1	0	1	0	0	0	0	0
Schelt '	0	1	1	0	1	1	0	1	0	0
Hönigern	1	0	0	0	0	0	0	0	0	0
fülen	0	0	0	0	0	0	0	0	0	1
empfiehlet	0	0	0	0	0	0	0	0	0	1
Kezerey	0	1	0	0	0	0	0	0	0	0
Verbündniße	1	0	0	0	0	0	0	0	0	1
unglaubiger	0	1	1	0	1	0	0	0	0	0
unglaubiges	0	1	1	0	1	0	0	0	0	0
grousamer	0	1	1	0	1	1	0	1	0	0
Mangles	0	1	1	0	1	1	0	1	0	0
Neiget	1	0	0	1	0	0	0	0	0	1
Röke	1	0	0	0	0	0	0	0	0	0
evacuirt	0	1	0	0	0	1	0	0	0	0
Danze	1	0	0	0	0	0	1	0	0	1
menschlichster	1	0	0	0	0	0	0	0	0	0
vmbkömpt	0	1	0	0	0	0	0	1	0	0
heirahten	1	0	0	1	0	1	1	0	1	1
Communication	0	0	0	0	0	0	0	0	0	1
fürsiehtig	1	0	0	1	0	1	0	0	0	1
erschlagner	0	1	1	0	0	0	0	0	0	0
erschlagnen	0	1	1	0	0	0	0	0	0	0
Vornemen	1	0	0	0	0	0	0	0	0	0
Futtter	0	1	0	0	0	0	0	0	0	0
täntze	1	0	0	0	0	0	1	0	0	1
verbotensten	0	1	0	0	0	0	0	1	0	0
graben '	0	1	0	0	0	1	0	1	0	0
treibn	0	1	0	1	0	1	0	1	0	0
thayl	1	0	0	1	0	0	1	0	0	1
Sheriff	0	0	0	0	0	0	0	0	0	1
selge	1	0	0	0	0	0	1	0	0	0
zuvorkommst	1	0	1	1	1	1	1	0	1	1
Schnle	0	0	0	0	0	0	0	0	0	1
ermahn	1	0	0	0	0	0	0	0	0	0
treiba	0	1	0	1	0	1	0	1	0	0
Kabl	0	0	0	0	0	0	0	0	1	0
destructives	0	1	1	0	1	1	0	0	0	0
destructiven	0	1	1	0	1	1	0	0	0	0
vnordentlichem	0	1	0	0	1	0	0	0	0	0
Allerschröcklichste	0	1	1	1	1	1	0	1	0	0
geraset	0	1	0	0	0	0	0	0	0	0
vnordentlichen	0	1	0	0	1	0	0	0	0	0
auffallendesten	1	0	0	0	0	0	0	0	0	0
aberrant	0	1	0	0	0	0	0	0	0	0
zihen	0	1	0	0	0	0	0	1	0	0
treibs	0	1	0	1	0	1	0	1	0	0
Offiziel	0	0	0	0	0	0	0	0	0	1
gehässigeren	0	1	1	0	0	0	0	0	0	0
feindtliches	0	1	1	0	1	1	0	0	0	0
boite	0	1	0	0	0	0	0	0	0	0
Pikkel	0	1	0	0	1	0	0	0	0	0
grapp	0	1	0	0	0	1	0	1	0	0
Sinnloßigkeit	0	1	0	0	0	0	0	0	0	0
malß	0	1	0	0	0	0	0	0	0	0
Microscopien	1	0	0	0	0	0	0	0	0	0
Vrtheylen	0	0	0	0	0	0	0	0	1	0
ohnveränderlichen	1	0	0	0	0	0	0	0	0	0
schändtliche	0	1	1	0	1	0	0	0	0	0
tarnen	0	0	0	0	0	0	0	0	1	0
scherzend '	1	0	0	0	0	0	1	0	1	0
schrekliger	0	1	1	1	1	1	0	1	0	0
Offizier	1	0	0	0	0	0	0	0	0	1
Tähter	0	1	1	0	1	1	0	1	0	0
flichen	1	0	0	0	0	1	0	0	0	0
Kaempf	0	1	1	0	0	1	0	1	0	0
hinreiße	1	0	0	0	0	0	0	0	0	0
füllten	0	0	0	0	0	0	0	0	0	1
stürbestu	0	1	0	0	0	1	0	1	0	0
anhöhe	1	0	0	0	0	0	0	0	0	1
polirten	1	0	0	0	0	0	0	0	0	0
Vnglücklich	0	1	1	0	1	1	0	1	0	0
Hilffsmitlen	1	0	0	0	0	0	1	0	0	1
besorgeten	0	0	0	0	0	1	0	1	0	0
vberflussigen	0	1	0	0	0	0	0	0	0	0
Heget	1	0	0	1	0	0	1	0	1	1
streitt	0	1	1	0	0	0	0	0	0	0
Hegen	1	0	0	1	0	0	1	0	1	1
Verwandschaft	1	0	0	1	0	0	1	0	0	1
schähffer	1	0	0	0	0	0	0	0	0	1
böß-williger	0	1	1	0	1	1	0	1	0	0
geleichbedeutende	0	0	0	0	0	0	0	0	0	1
fülltet	0	0	0	0	0	0	0	0	0	1
Eindrükken	1	0	0	0	0	0	0	0	0	0
verträwlich	0	0	0	0	0	0	0	0	0	1
richtigerem	1	0	0	0	0	0	0	0	0	1
Erleichtre	1	0	0	0	0	0	0	0	0	0
Schlavv	0	1	0	0	1	0	0	0	0	0
erratum	0	1	0	0	0	0	0	0	0	0
blutschänderischen	0	1	0	0	1	0	0	0	0	0
außwiech	0	1	0	0	0	1	0	1	0	0
schieffer	0	1	0	0	0	0	0	0	0	0
schieffes	0	1	0	0	0	0	0	0	0	0
mallen	0	1	0	0	0	0	0	0	0	0
schieffen	0	1	0	0	0	0	0	0	0	0
erstattetest	1	0	0	0	0	0	0	0	0	0
Lezter	0	0	0	1	0	0	0	1	0	0
Isolazion	0	1	0	0	0	0	0	1	0	0
Küpper'schen	1	0	0	0	0	0	0	0	0	0
richtigerer	1	0	0	0	0	0	0	0	0	1
dieff	0	1	1	0	0	0	0	0	0	0
wüthender	0	1	1	0	1	0	0	0	0	0
erfahrn	1	0	0	0	0	0	0	0	0	1
Grohs	0	0	0	0	1	0	0	0	1	1
betauren	0	1	1	0	1	0	0	1	0	0
costbarem	1	0	0	1	0	0	1	0	1	0
costbaren	1	0	0	1	0	0	1	0	1	0
zulaffen	1	0	0	0	0	0	0	0	0	0
ängstlich '	0	1	0	0	0	1	0	1	1	0
Schaffthew	1	0	0	0	0	0	1	0	0	0
Schikfal	0	1	0	1	0	0	0	0	0	0
versünden	0	1	1	0	1	1	0	1	0	0
fande	1	0	0	0	0	0	1	0	0	1
umbgebend	1	1	0	1	0	0	0	0	0	0
Geliebte	0	1	1	0	1	0	0	0	0	0
Außgrabung	0	1	0	1	0	0	0	0	1	0
Außsicht	1	0	0	0	0	0	0	0	0	0
Schiessestu	0	1	1	0	0	1	0	0	0	0
entscheidete	0	1	0	0	0	1	0	0	0	0
zeügnüssen	0	0	0	0	0	0	0	0	0	1
wüthenden	0	1	1	0	1	0	0	0	0	0
tifeste	0	1	1	0	0	0	0	0	0	0
Scheuwern	0	1	0	0	0	0	0	0	0	0
zurükhielten	0	1	1	0	0	1	0	0	0	0
Höchstihm	0	1	0	0	0	0	0	0	0	0
lebhafterm	1	0	0	0	0	0	1	0	0	0
reinester	1	0	0	0	0	0	0	0	0	1
reinestes	1	0	0	0	0	0	0	0	0	1
Errött	0	1	0	0	0	0	0	0	0	0
NASA	0	0	0	0	1	0	0	0	0	0
prozessirt	0	1	1	1	1	1	0	1	0	0
ungehörsam	0	1	1	0	0	0	0	0	0	0
schüchternste	0	1	0	0	0	1	0	1	0	0
reinesten	1	0	0	0	0	0	0	0	0	1
ordinirt	1	0	0	0	0	0	0	0	0	1
Gesunderer	1	0	0	0	0	0	1	0	0	0
Fräunden	1	0	0	0	0	0	1	0	0	1
λέϖϱα	0	1	0	0	1	1	0	1	0	0
küneste	1	0	0	1	0	0	1	1	1	0
Faule|Faulen	0	1	1	0	1	1	0	0	0	0
Schwellten	0	1	0	0	0	0	0	0	0	0
peißt	0	1	0	0	0	0	0	0	0	0
Trommetten	0	1	0	0	0	0	0	0	0	0
untheilbarlich	0	0	0	0	0	0	0	0	0	1
Schmertzhaftes	0	1	0	0	0	0	0	1	0	0
gröss 're	0	0	0	0	1	0	0	0	1	1
grünigen	1	0	0	0	0	0	1	0	0	1
Würffelspieln	0	0	0	1	0	0	0	0	0	0
unwiderruffliche	0	1	0	0	0	0	0	0	0	0
traurich	0	1	1	0	0	1	0	1	0	0
fürgibt	0	1	0	0	0	0	0	0	0	0
frigide	0	1	0	0	0	0	0	0	0	0
Brüderschafften	1	0	0	0	0	0	0	0	0	1
keuchten	0	1	0	0	0	1	0	0	0	0
Schwelltet	0	1	0	0	0	0	0	0	0	0
bestimmen ;	0	0	0	1	0	0	0	0	0	1
bestimmen :	0	0	0	1	0	0	0	0	0	1
Aeßen	1	0	0	0	0	0	0	0	0	0
erweytert	1	0	0	0	0	0	0	0	0	0
Lorberen	1	0	0	0	0	0	1	0	0	0
zwüngen	0	1	0	0	0	1	0	0	0	0
erweytern	1	0	0	0	0	0	0	0	0	0
feurigern	1	0	0	1	0	0	1	0	0	0
erbrechend	0	1	0	0	0	0	0	0	0	0
geschmake	1	0	0	1	1	0	1	1	0	1
Teori	0	0	0	1	0	0	0	0	0	1
Frühstückgen	1	0	0	0	0	0	0	0	0	0
faulee	0	1	1	0	1	1	0	0	0	0
kleiden '	1	0	0	0	0	0	0	0	0	0
gebröchen	0	1	1	0	1	1	0	1	0	0
bestimmen '	0	0	0	1	0	0	0	0	0	1
allmälig	0	0	0	1	0	0	0	0	0	0
Entdeck	1	0	0	0	0	0	0	0	0	0
Herschen	1	0	0	1	0	0	1	0	0	0
Stationäre	0	1	0	0	0	0	0	0	0	0
Wehrlose	0	1	0	0	0	1	0	1	0	0
freudigster	1	0	0	0	0	0	1	0	0	0
tükischen	0	1	1	0	1	1	0	0	0	0
Fräundes	1	0	0	0	0	0	1	0	0	1
Threwe	1	0	0	0	0	0	1	0	0	1
zerfallt	0	1	0	0	1	1	0	0	0	0
Hygienische	1	0	0	0	0	0	0	0	0	0
geliebert	1	0	0	1	0	0	1	0	0	1
tükisches	0	1	1	0	1	1	0	0	0	0
Vulkahn	0	1	0	0	0	1	0	0	1	0
beftimmen	0	0	0	1	0	0	0	0	0	1
Kippe|Kippen	0	1	0	0	0	0	0	0	0	0
Rückwürfe	0	1	0	0	0	0	0	0	0	0
Hfand	1	0	0	0	0	0	1	0	0	1
Streichlen	1	0	0	0	0	0	0	0	0	0
anfmerksame	1	0	0	0	0	0	0	0	0	1
jovialsten	1	0	0	0	0	0	1	0	0	0
Einflus	1	1	0	0	0	0	0	0	0	0
ancker	1	0	0	0	0	0	0	0	0	0
stumpferen	0	1	0	0	0	0	0	0	0	0
Schröckliche	0	1	1	1	1	1	0	1	0	0
sanfftmüttiger	0	0	0	0	0	0	0	1	0	0
Stocket	0	1	0	0	0	1	0	1	0	0
schaffeten	1	0	0	0	0	0	1	0	0	0
Unbewegliche	1	1	0	0	0	0	0	0	0	1
Opposition	0	1	1	0	0	0	0	0	0	0
bienenstock	0	1	0	0	0	0	0	0	0	0
Aggresor	0	1	1	0	0	1	0	0	0	0
trauring	0	1	1	0	0	1	0	1	0	0
Schluchtzen	0	1	0	0	0	0	0	1	0	0
verprennst	0	1	0	0	1	0	0	0	0	0
Nuzens	1	0	0	0	0	0	0	0	0	0
Belebet	1	0	0	0	0	0	1	0	1	1
verstossts	0	1	0	0	0	0	0	0	0	0
Verschlinget	0	1	0	0	0	0	0	0	0	0
standhast	1	0	0	0	0	0	0	0	0	1
Hersch	1	0	0	1	0	0	1	0	0	0
außgewarffen	0	1	0	0	0	0	0	0	0	0
Faeulniss	0	1	0	0	1	1	0	1	0	0
hartnäckigt	0	1	0	0	0	0	0	0	0	0
localisiren	0	0	0	1	0	0	0	0	0	0
abacus	0	0	0	0	0	0	0	0	0	1
Drücks	0	1	0	0	0	0	0	0	0	0
befreiete	1	0	1	1	0	0	1	0	1	1
baufällig	0	1	0	0	1	0	0	1	0	0
misachtung	0	1	0	0	0	0	0	0	0	0
knockichten	0	1	0	0	0	0	0	0	0	1
zahltet	1	0	0	1	0	0	1	0	0	1
Beruf '	1	0	0	0	0	0	0	0	0	0
gehembt	0	1	1	0	1	0	0	1	0	0
Vergifft	0	1	1	0	1	1	0	1	0	0
Bergae	0	0	0	1	0	0	0	0	0	0
anpassen	1	0	0	0	0	0	0	0	0	0
stilen	1	0	0	0	0	0	1	0	0	0
anpasset	1	0	0	0	0	0	0	0	0	0
Rat	1	0	0	1	0	0	0	0	0	1
ᾱς	1	0	0	0	0	0	0	0	0	0
tzog	0	1	0	0	0	0	0	1	0	0
Gemahlinn	0	0	0	0	0	0	0	0	0	1
kütz	0	1	0	0	0	0	0	0	0	0
allzubestimmt	0	0	0	1	0	0	0	0	0	1
wunnd	0	1	1	0	0	0	0	1	0	0
Schawspilen	1	1	0	0	0	0	0	0	0	0
linkisch	0	1	0	0	0	0	0	0	0	0
SNELLEN	0	0	0	0	0	0	0	0	1	0
verstimmend	0	1	1	0	1	0	0	1	0	0
Strahl '	1	0	0	0	0	0	1	0	0	0
Hindernuß	0	1	1	0	0	1	0	1	0	0
Ueberfall	0	1	1	0	0	1	0	0	1	0
würdevollste	1	0	0	0	0	0	0	0	0	0
Unwillkührliches	0	1	0	0	0	0	0	0	0	0
vbelst	0	1	1	0	1	1	0	0	0	0
Bienenstocke	0	1	0	0	0	0	0	0	0	0
Didactische	1	0	0	0	0	0	0	0	0	0
stroom	1	0	0	0	0	0	0	0	0	0
schmutzig	0	1	1	0	1	1	0	1	0	0
Ueberfals	0	1	1	0	0	1	0	0	1	0
Nachbaar	1	0	0	1	0	0	0	0	0	1
ärgres	0	1	0	0	0	0	0	1	0	0
eßet	1	0	0	0	0	0	0	0	0	0
unnachahmlich	1	0	0	0	0	0	0	0	0	1
Regimente	0	0	0	0	0	1	0	0	0	0
Diaconen	0	0	0	0	0	0	0	0	0	1
Zuschlagene	0	1	1	0	0	0	0	0	0	0
WJld	0	1	1	0	0	1	0	0	0	0
schwartze	0	1	0	0	0	0	0	1	0	0
sester	1	0	0	1	0	0	1	0	1	0
